is_rain,is_holiday,speed_kmh,duration_min,fare,full_date,pickup_zone
0,0,15.545454545454547,22.0,147.0,2026-09-23 00:00:00,Koramangala
0,0,19.615384615384613,10.4,103.0,2026-09-23 00:00:00,Jayanagar
0,0,13.972602739726028,36.5,252.0,2026-09-23 00:00:00,Indiranagar
0,0,18.620689655172416,8.7,91.0,2026-09-23 00:00:00,Jayanagar
0,0,12.379979570990805,97.9,567.0,2026-09-23 00:00:00,Hebbal
0,0,16.022727272727273,17.6,119.0,2026-09-23 00:00:00,Hebbal
0,0,15.10688836104513,42.1,285.0,2026-09-23 00:00:00,Electronic City
0,0,26.975476839237057,36.7,426.0,2026-09-23 00:00:00,Whitefield
0,0,24.893617021276594,9.4,124.0,2026-09-23 00:00:00,MG Road / Central
0,0,12.937771345875543,69.1,356.0,2026-09-23 00:00:00,Hebbal
0,0,29.11475409836066,30.5,375.0,2026-09-23 00:00:00,Hebbal
0,0,12.446808510638297,37.6,230.0,2026-09-23 00:00:00,MG Road / Central
0,0,16.387665198237887,22.7,186.0,2026-09-24 00:00:00,Indiranagar
0,0,27.945205479452056,29.2,369.0,2026-09-24 00:00:00,HSR Layout
0,0,12.69767441860465,43.0,265.0,2026-09-24 00:00:00,Indiranagar
0,0,14.53125,38.4,232.0,2026-09-24 00:00:00,Koramangala
0,0,30.2027027027027,29.6,374.0,2026-09-24 00:00:00,MG Road / Central
0,0,23.409836065573774,30.5,353.0,2026-09-24 00:00:00,Koramangala
0,0,30.974729241877256,27.7,320.0,2026-09-24 00:00:00,Electronic City
0,0,12.533333333333333,22.5,149.0,2026-09-24 00:00:00,HSR Layout
0,0,16.555023923444974,62.7,367.0,2026-09-24 00:00:00,Jayanagar
0,0,20.142857142857142,14.0,141.0,2026-09-24 00:00:00,MG Road / Central
0,0,12.757894736842106,47.5,237.0,2026-09-24 00:00:00,Electronic City
0,0,45.762711864406775,5.9,121.0,2026-09-24 00:00:00,HSR Layout
0,0,16.2962962962963,8.1,65.0,2026-09-24 00:00:00,Jayanagar
0,0,24.857142857142858,14.0,145.0,2026-09-24 00:00:00,Indiranagar
0,0,28.31858407079646,33.9,423.0,2026-09-24 00:00:00,MG Road / Central
0,0,17.522123893805308,11.3,91.0,2026-09-24 00:00:00,MG Road / Central
0,0,29.861751152073737,21.7,249.0,2026-09-24 00:00:00,Electronic City
0,0,12.48730964467005,19.7,129.0,2026-09-25 00:00:00,HSR Layout
0,0,31.23711340206186,19.4,260.0,2026-09-25 00:00:00,Electronic City
0,0,16.28140703517588,39.8,269.0,2026-09-25 00:00:00,Jayanagar
0,0,15.265486725663715,45.2,316.0,2026-09-25 00:00:00,Indiranagar
0,0,16.807817589576548,61.4,495.0,2026-09-25 00:00:00,Whitefield
0,0,21.52671755725191,26.2,241.0,2026-09-25 00:00:00,Indiranagar
0,0,13.018867924528301,21.2,147.0,2026-09-25 00:00:00,Koramangala
0,0,24.803149606299215,25.4,270.0,2026-09-25 00:00:00,Whitefield
0,0,32.967032967032964,9.1,139.0,2026-09-25 00:00:00,HSR Layout
0,0,33.041095890410965,36.5,529.0,2026-09-25 00:00:00,Hebbal
0,0,31.08433734939759,16.6,226.0,2026-09-25 00:00:00,MG Road / Central
0,0,17.87003610108303,55.4,397.0,2026-09-25 00:00:00,MG Road / Central
0,0,26.47058823529412,10.2,143.0,2026-09-25 00:00:00,HSR Layout
0,0,15.081374321880652,55.3,365.0,2026-09-25 00:00:00,MG Road / Central
0,0,15.719557195571953,54.2,332.0,2026-09-25 00:00:00,Whitefield
0,0,15.867768595041325,48.4,290.0,2026-09-25 00:00:00,Hebbal
0,0,25.36912751677852,29.8,321.0,2026-09-25 00:00:00,HSR Layout
0,0,12.931726907630521,74.7,449.0,2026-09-25 00:00:00,Whitefield
0,0,32.21674876847291,20.3,275.0,2026-09-25 00:00:00,Jayanagar
0,0,15.445544554455445,40.4,309.0,2026-09-25 00:00:00,Jayanagar
1,0,33.369863013698634,36.5,505.0,2026-09-26 00:00:00,Whitefield
1,0,24.049586776859503,24.2,268.0,2026-09-26 00:00:00,Hebbal
1,0,16.80722891566265,33.2,229.0,2026-09-26 00:00:00,MG Road / Central
1,0,24.16289592760181,22.1,209.0,2026-09-26 00:00:00,MG Road / Central
1,0,23.999999999999996,12.0,119.0,2026-09-26 00:00:00,Hebbal
1,0,18.11320754716981,47.7,346.0,2026-09-26 00:00:00,Electronic City
1,0,17.466307277628033,37.1,298.0,2026-09-26 00:00:00,Koramangala
1,0,16.731793960923625,56.3,410.0,2026-09-26 00:00:00,Jayanagar
1,0,25.945945945945947,29.6,278.0,2026-09-26 00:00:00,Whitefield
1,0,12.948328267477203,32.9,186.0,2026-09-26 00:00:00,Indiranagar
1,0,30.566037735849054,31.8,456.0,2026-09-26 00:00:00,Jayanagar
1,0,31.57894736842105,11.4,154.0,2026-09-26 00:00:00,Jayanagar
1,0,13.317422434367542,41.9,276.0,2026-09-26 00:00:00,Hebbal
1,0,20.048076923076923,41.6,369.0,2026-09-26 00:00:00,HSR Layout
1,0,29.274193548387096,24.8,321.0,2026-09-26 00:00:00,Whitefield
1,0,20.31746031746032,18.9,194.0,2026-09-27 00:00:00,Hebbal
1,0,25.249999999999996,24.0,243.0,2026-09-27 00:00:00,Koramangala
1,0,30.391644908616186,38.3,496.0,2026-09-27 00:00:00,Electronic City
1,0,32.76923076923077,39.0,596.0,2026-09-27 00:00:00,Electronic City
1,0,17.762039660056658,70.6,500.0,2026-09-27 00:00:00,Hebbal
1,0,22.20779220779221,15.4,143.0,2026-09-27 00:00:00,Koramangala
1,0,17.98270893371758,34.7,265.0,2026-09-27 00:00:00,Koramangala
1,0,25.408163265306122,39.2,463.0,2026-09-27 00:00:00,Whitefield
1,0,20.547945205479454,29.2,224.0,2026-09-27 00:00:00,Electronic City
1,0,26.752577319587633,38.8,484.0,2026-09-27 00:00:00,MG Road / Central
1,0,28.314606741573034,8.9,136.0,2026-09-27 00:00:00,HSR Layout
1,0,13.91566265060241,33.2,187.0,2026-09-27 00:00:00,Indiranagar
0,0,19.298245614035086,17.1,131.0,2026-09-28 00:00:00,MG Road / Central
0,0,13.18840579710145,41.4,223.0,2026-09-28 00:00:00,Indiranagar
0,0,24.72222222222222,21.6,198.0,2026-09-28 00:00:00,HSR Layout
0,0,12.380952380952381,25.2,129.0,2026-09-28 00:00:00,Koramangala
0,0,22.344827586206897,43.5,425.0,2026-09-28 00:00:00,Whitefield
0,0,17.1875,38.4,266.0,2026-09-28 00:00:00,Indiranagar
0,0,12.307692307692307,35.1,214.0,2026-09-28 00:00:00,Jayanagar
0,0,14.554455445544555,20.2,136.0,2026-09-28 00:00:00,Hebbal
0,0,14.566473988439308,34.6,193.0,2026-09-28 00:00:00,Hebbal
0,0,27.857142857142858,14.0,161.0,2026-09-28 00:00:00,Electronic City
0,0,15.82191780821918,58.4,448.0,2026-09-28 00:00:00,Whitefield
0,0,17.70491803278689,24.4,198.0,2026-09-28 00:00:00,Electronic City
0,0,22.724795640326974,36.7,319.0,2026-09-28 00:00:00,HSR Layout
0,0,15.746140651801031,58.3,349.0,2026-09-28 00:00:00,MG Road / Central
0,0,14.276527331189712,62.2,403.0,2026-09-29 00:00:00,HSR Layout
0,0,17.473233404710918,46.7,312.0,2026-09-29 00:00:00,HSR Layout
0,0,18.40255591054313,31.3,213.0,2026-09-29 00:00:00,HSR Layout
0,0,28.316831683168317,30.3,411.0,2026-09-29 00:00:00,HSR Layout
0,0,26.01769911504425,22.6,293.0,2026-09-29 00:00:00,Hebbal
0,0,21.879699248120296,26.6,231.0,2026-09-29 00:00:00,Koramangala
0,0,24.080717488789233,44.6,398.0,2026-09-29 00:00:00,Electronic City
0,0,13.681318681318682,72.8,359.0,2026-09-29 00:00:00,Electronic City
0,0,15.444015444015442,77.7,578.0,2026-09-29 00:00:00,Whitefield
0,0,20.357142857142854,16.8,138.0,2026-09-29 00:00:00,Jayanagar
0,0,16.624685138539043,79.4,587.0,2026-09-29 00:00:00,Hebbal
0,0,13.125,76.8,478.0,2026-09-29 00:00:00,Whitefield
0,0,24.791666666666664,28.8,291.0,2026-09-29 00:00:00,Whitefield
0,0,28.23529411764706,18.7,208.0,2026-09-29 00:00:00,Electronic City
0,0,14.137931034482758,34.8,232.0,2026-09-29 00:00:00,Electronic City
0,0,13.47457627118644,23.6,151.0,2026-09-29 00:00:00,HSR Layout
0,0,15.081967213114753,36.6,217.0,2026-09-30 00:00:00,Electronic City
0,0,25.090909090909093,27.5,268.0,2026-09-30 00:00:00,Electronic City
0,0,15.87096774193548,31.0,222.0,2026-09-30 00:00:00,Indiranagar
0,0,14.90066225165563,60.4,388.0,2026-09-30 00:00:00,Indiranagar
0,0,17.939698492462313,39.8,349.0,2026-09-30 00:00:00,HSR Layout
0,0,13.548387096774192,24.8,174.0,2026-09-30 00:00:00,MG Road / Central
0,0,20.76923076923077,15.6,139.0,2026-09-30 00:00:00,MG Road / Central
0,0,22.995594713656388,22.7,250.0,2026-09-30 00:00:00,Indiranagar
0,0,16.987012987012985,38.5,274.0,2026-09-30 00:00:00,HSR Layout
0,0,17.570850202429153,74.1,544.0,2026-09-30 00:00:00,Hebbal
0,0,19.029126213592235,30.9,290.0,2026-09-30 00:00:00,Indiranagar
0,0,19.473684210526315,11.4,122.0,2026-09-30 00:00:00,Koramangala
0,0,22.934782608695652,55.2,580.0,2026-09-30 00:00:00,Hebbal
0,0,12.443181818181818,35.2,221.0,2026-09-30 00:00:00,Indiranagar
0,0,21.08108108108108,48.1,372.0,2026-09-30 00:00:00,Electronic City
0,0,14.64788732394366,21.3,126.0,2026-09-30 00:00:00,Hebbal
0,0,23.87755102040816,9.8,116.0,2026-09-30 00:00:00,Jayanagar
0,0,12.238805970149253,20.1,118.0,2026-09-30 00:00:00,MG Road / Central
0,0,31.52284263959391,39.4,448.0,2026-09-30 00:00:00,Hebbal
0,0,14.004282655246252,46.7,268.0,2026-09-30 00:00:00,Koramangala
0,0,11.586206896551724,14.5,79.0,2026-09-30 00:00:00,Koramangala
